Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var9,Var11,Var12,Var13,Var14,Var15,Var16
MSG,3,1,1,06A2B7,1,2025/08/08 03:55:46.886,2025/08/08 03:55:46.908,29300,41.97826,-71.68049,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:55:47.947,2025/08/08 03:55:47.997,29300,41.97946,-71.6773,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:05.197,2025/08/08 03:56:05.205,29475,41.99812,-71.62649,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:06.077,2025/08/08 03:56:06.129,29475,41.99908,-71.62381,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:06.907,2025/08/08 03:56:06.949,29475,41.99995,-71.62143,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:07.967,2025/08/08 03:56:07.989,29475,42.00115,-71.61815,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:08.937,2025/08/08 03:56:08.970,29475,42.00215,-71.61544,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:09.937,2025/08/08 03:56:09.955,29500,42.00334,-71.6122,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:10.967,2025/08/08 03:56:10.993,29500,42.00444,-71.6092,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:11.907,2025/08/08 03:56:11.922,29500,42.00543,-71.60652,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:12.917,2025/08/08 03:56:12.956,29500,42.00664,-71.6032,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:13.838,2025/08/08 03:56:13.884,29500,42.00764,-71.60052,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:14.987,2025/08/08 03:56:15.031,29500,42.00883,-71.59726,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:15.808,2025/08/08 03:56:15.851,29500,42.00981,-71.59452,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:16.937,2025/08/08 03:56:16.947,29550,42.01103,-71.59122,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:17.817,2025/08/08 03:56:17.870,29525,42.0119,-71.58885,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:20.837,2025/08/08 03:56:20.876,29575,42.01529,-71.57955,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:22.907,2025/08/08 03:56:22.950,29625,42.01762,-71.57324,0,0,0
MSG,3,1,1,06A2B7,1,2025/08/08 03:56:27.087,2025/08/08 03:56:27.104,29725,42.02211,-71.56101,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:43.243,2025/08/08 03:49:43.290,38050,42.47255,-70.89278,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:45.783,2025/08/08 03:49:45.805,38000,42.4677,-70.89009,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:47.215,2025/08/08 03:49:47.226,38000,42.46495,-70.88858,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:55.296,2025/08/08 03:49:55.309,37875,42.44954,-70.88002,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:55.841,2025/08/08 03:49:55.854,37875,42.44852,-70.87948,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:56.322,2025/08/08 03:49:56.345,37875,42.4476,-70.87898,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:57.212,2025/08/08 03:49:57.221,37850,42.44591,-70.87804,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:49:59.771,2025/08/08 03:49:59.783,37800,42.44106,-70.87536,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:50:00.291,2025/08/08 03:50:00.328,37800,42.44009,-70.87478,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:50:52.849,2025/08/08 03:50:52.871,36525,42.34005,-70.83493,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:50:56.595,2025/08/08 03:50:56.636,36450,42.33288,-70.83486,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:51:09.776,2025/08/08 03:51:09.800,36225,42.30826,-70.83747,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:51:17.847,2025/08/08 03:51:17.881,36025,42.29345,-70.84023,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:51:18.960,2025/08/08 03:51:18.976,36000,42.29145,-70.84061,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:51:19.970,2025/08/08 03:51:20.010,35975,42.28958,-70.84097,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:51:23.069,2025/08/08 03:51:23.122,35900,42.28395,-70.84215,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:51:27.248,2025/08/08 03:51:27.276,35825,42.27631,-70.84365,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:19.595,2025/08/08 03:53:19.613,33450,42.08904,-70.91968,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:20.117,2025/08/08 03:53:20.158,33450,42.08839,-70.92045,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:20.564,2025/08/08 03:53:20.595,33425,42.08784,-70.92112,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:21.592,2025/08/08 03:53:21.633,33400,42.08653,-70.92262,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:22.521,2025/08/08 03:53:22.561,33400,42.08536,-70.92403,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:23.903,2025/08/08 03:53:23.930,33350,42.08364,-70.9262,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:24.372,2025/08/08 03:53:24.419,33350,42.08308,-70.92692,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:24.886,2025/08/08 03:53:24.913,33325,42.08248,-70.92767,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:25.435,2025/08/08 03:53:25.460,33325,42.0818,-70.92848,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:26.005,2025/08/08 03:53:26.057,33300,42.08107,-70.92942,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:26.950,2025/08/08 03:53:26.987,33300,42.07992,-70.93086,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:27.454,2025/08/08 03:53:27.480,33275,42.07933,-70.9316,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:27.979,2025/08/08 03:53:28.024,33275,42.07869,-70.93242,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:28.918,2025/08/08 03:53:28.953,33250,42.07754,-70.93387,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:30.664,2025/08/08 03:53:30.701,33200,42.0754,-70.93655,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:31.718,2025/08/08 03:53:31.741,33175,42.0741,-70.93815,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:33.876,2025/08/08 03:53:33.921,33125,42.07146,-70.94147,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:34.895,2025/08/08 03:53:34.909,33100,42.07019,-70.943,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:39.945,2025/08/08 03:53:39.984,33000,42.06404,-70.95073,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:41.888,2025/08/08 03:53:41.900,32950,42.06166,-70.9537,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:43.899,2025/08/08 03:53:43.918,32900,42.0592,-70.9568,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:45.915,2025/08/08 03:53:45.940,32875,42.05672,-70.95988,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:53.637,2025/08/08 03:53:53.691,32700,42.04733,-70.97168,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:54.654,2025/08/08 03:53:54.678,32675,42.04612,-70.97328,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:55.800,2025/08/08 03:53:55.825,32650,42.04472,-70.975,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:56.778,2025/08/08 03:53:56.807,32625,42.04351,-70.97653,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:57.755,2025/08/08 03:53:57.790,32625,42.04235,-70.978,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:58.714,2025/08/08 03:53:58.721,32600,42.0412,-70.97948,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:53:59.659,2025/08/08 03:53:59.700,32575,42.04007,-70.98094,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:04.677,2025/08/08 03:54:04.723,32475,42.03401,-70.9886,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:26.363,2025/08/08 03:54:26.406,32050,42.00792,-71.02174,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:33.146,2025/08/08 03:54:33.177,32000,41.99975,-71.03204,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:34.109,2025/08/08 03:54:34.160,32000,41.99863,-71.03348,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:34.990,2025/08/08 03:54:35.034,32000,41.99757,-71.03485,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:36.023,2025/08/08 03:54:36.071,32000,41.99631,-71.03638,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:37.124,2025/08/08 03:54:37.165,32000,41.99501,-71.03803,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:47.384,2025/08/08 03:54:47.431,32000,41.98265,-71.05364,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:48.364,2025/08/08 03:54:48.414,32000,41.98146,-71.05516,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:49.483,2025/08/08 03:54:49.506,32000,41.98011,-71.05682,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:50.383,2025/08/08 03:54:50.433,32000,41.97904,-71.05817,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:50.960,2025/08/08 03:54:50.981,32000,41.97834,-71.05906,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:53.551,2025/08/08 03:54:53.601,32000,41.97522,-71.06296,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:54.568,2025/08/08 03:54:54.589,32000,41.974,-71.0645,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:54:56.802,2025/08/08 03:54:56.827,32000,41.97131,-71.06787,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:09.721,2025/08/08 03:55:09.768,32000,41.95569,-71.08747,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:10.126,2025/08/08 03:55:10.153,32000,41.95518,-71.0881,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:12.261,2025/08/08 03:55:12.284,32000,41.9526,-71.09138,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:14.415,2025/08/08 03:55:14.464,32000,41.94997,-71.09465,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:15.430,2025/08/08 03:55:15.452,32000,41.94873,-71.09623,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:16.512,2025/08/08 03:55:16.543,32000,41.94745,-71.09784,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:17.543,2025/08/08 03:55:17.579,32000,41.94617,-71.09943,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:17.968,2025/08/08 03:55:18.015,32000,41.94566,-71.10007,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:18.405,2025/08/08 03:55:18.452,32000,41.9451,-71.10077,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:18.851,2025/08/08 03:55:18.889,32000,41.94461,-71.10146,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:19.253,2025/08/08 03:55:19.274,32000,41.94408,-71.10205,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:20.420,2025/08/08 03:55:20.471,32000,41.94268,-71.10383,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:20.889,2025/08/08 03:55:20.913,32000,41.94209,-71.10451,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:21.305,2025/08/08 03:55:21.347,32000,41.94159,-71.1052,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:21.740,2025/08/08 03:55:21.783,32000,41.94109,-71.10583,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:22.192,2025/08/08 03:55:22.222,32000,41.94054,-71.10652,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:22.636,2025/08/08 03:55:22.659,32000,41.93999,-71.1072,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:23.055,2025/08/08 03:55:23.095,32000,41.93947,-71.10786,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:23.563,2025/08/08 03:55:23.588,32000,41.93884,-71.10863,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:24.111,2025/08/08 03:55:24.135,32000,41.9382,-71.10945,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:24.540,2025/08/08 03:55:24.570,32000,41.93765,-71.11013,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:25.075,2025/08/08 03:55:25.115,32000,41.937,-71.11093,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:25.910,2025/08/08 03:55:25.937,32000,41.93598,-71.1122,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:26.368,2025/08/08 03:55:26.375,32000,41.93546,-71.11288,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:26.842,2025/08/08 03:55:26.865,32000,41.93486,-71.11361,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:27.775,2025/08/08 03:55:27.793,32000,41.93372,-71.11506,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:28.222,2025/08/08 03:55:28.232,32000,41.93317,-71.11575,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:28.780,2025/08/08 03:55:28.829,32000,41.93248,-71.11656,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:29.270,2025/08/08 03:55:29.319,31975,41.93188,-71.11737,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:29.720,2025/08/08 03:55:29.758,31975,41.93137,-71.11802,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:30.225,2025/08/08 03:55:30.251,31975,41.93072,-71.11878,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:30.648,2025/08/08 03:55:30.687,31975,41.93025,-71.11942,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:31.166,2025/08/08 03:55:31.181,31975,41.9296,-71.12018,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:31.740,2025/08/08 03:55:31.778,31975,41.92891,-71.12106,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:32.158,2025/08/08 03:55:32.213,31975,41.92841,-71.12174,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:32.694,2025/08/08 03:55:32.711,31975,41.92774,-71.12255,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:33.241,2025/08/08 03:55:33.257,31975,41.92709,-71.12338,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:33.736,2025/08/08 03:55:33.747,31975,41.92648,-71.12408,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:34.159,2025/08/08 03:55:34.183,31975,41.92597,-71.12479,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:34.677,2025/08/08 03:55:34.726,31975,41.92534,-71.12555,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:35.608,2025/08/08 03:55:35.655,31975,41.92419,-71.12692,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:36.151,2025/08/08 03:55:36.200,31975,41.92355,-71.1278,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:36.687,2025/08/08 03:55:36.697,31950,41.9229,-71.12855,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:37.224,2025/08/08 03:55:37.242,31950,41.92227,-71.12942,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:37.709,2025/08/08 03:55:37.733,31950,41.92163,-71.13017,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:38.217,2025/08/08 03:55:38.227,31950,41.92104,-71.13092,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:39.629,2025/08/08 03:55:39.645,31925,41.91931,-71.13303,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:40.188,2025/08/08 03:55:40.241,31925,41.91866,-71.13392,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:41.547,2025/08/08 03:55:41.558,31900,41.91698,-71.13596,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:42.698,2025/08/08 03:55:42.753,31875,41.91563,-71.13766,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:43.277,2025/08/08 03:55:43.304,31875,41.9149,-71.13853,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:43.727,2025/08/08 03:55:43.741,31875,41.91438,-71.13922,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:44.231,2025/08/08 03:55:44.283,31875,41.91373,-71.13999,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:44.692,2025/08/08 03:55:44.722,31850,41.91321,-71.14072,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:45.181,2025/08/08 03:55:45.214,31850,41.91261,-71.14147,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:45.772,2025/08/08 03:55:45.814,31850,41.91191,-71.14229,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:46.267,2025/08/08 03:55:46.306,31825,41.91131,-71.14305,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:46.864,2025/08/08 03:55:46.906,31825,41.91055,-71.14397,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:47.903,2025/08/08 03:55:47.943,31800,41.90932,-71.14553,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:48.803,2025/08/08 03:55:48.821,31800,41.90823,-71.14695,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:49.259,2025/08/08 03:55:49.308,31775,41.90767,-71.14759,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:49.813,2025/08/08 03:55:49.855,31775,41.90703,-71.14846,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:50.363,2025/08/08 03:55:50.401,31775,41.90634,-71.14927,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:50.788,2025/08/08 03:55:50.837,31750,41.90584,-71.1499,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:52.833,2025/08/08 03:55:52.860,31725,41.90337,-71.15302,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:53.960,2025/08/08 03:55:54.005,31700,41.90199,-71.1547,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:55:55.945,2025/08/08 03:55:55.973,31675,41.89961,-71.1577,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:56:04.103,2025/08/08 03:56:04.112,31500,41.88977,-71.17,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:56:07.029,2025/08/08 03:56:07.059,31425,41.88621,-71.17435,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:56:08.061,2025/08/08 03:56:08.097,31400,41.885,-71.17588,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:56:23.309,2025/08/08 03:56:23.335,31050,41.8667,-71.19871,0,0,0
MSG,3,1,1,4005BF,1,2025/08/08 03:56:25.321,2025/08/08 03:56:25.355,31000,41.86429,-71.20175,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:40.471,2025/08/08 03:50:40.524,43000,42.53594,-71.41452,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:41.540,2025/08/08 03:50:41.565,43000,42.53403,-71.41625,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:43.441,2025/08/08 03:50:43.475,42975,42.53068,-71.41924,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:50.330,2025/08/08 03:50:50.358,42975,42.51846,-71.42998,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:51.400,2025/08/08 03:50:51.447,42975,42.51672,-71.43154,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:53.460,2025/08/08 03:50:53.473,42975,42.51299,-71.43477,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:54.571,2025/08/08 03:50:54.615,42975,42.51109,-71.43648,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:55.721,2025/08/08 03:50:55.762,42975,42.50913,-71.43822,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:58.731,2025/08/08 03:50:58.767,42975,42.50368,-71.44303,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:50:59.561,2025/08/08 03:50:59.584,43000,42.5023,-71.44422,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:01.460,2025/08/08 03:51:01.495,43000,42.49893,-71.44716,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:02.450,2025/08/08 03:51:02.478,43000,42.49717,-71.44875,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:03.481,2025/08/08 03:51:03.516,42975,42.49544,-71.45029,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:04.430,2025/08/08 03:51:04.449,42975,42.49367,-71.45182,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:05.580,2025/08/08 03:51:05.597,43000,42.49173,-71.45352,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:06.530,2025/08/08 03:51:06.575,43000,42.48999,-71.45508,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:07.561,2025/08/08 03:51:07.612,43000,42.4882,-71.45658,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:08.591,2025/08/08 03:51:08.601,43000,42.48647,-71.45814,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:11.681,2025/08/08 03:51:11.711,42975,42.48101,-71.46293,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:12.790,2025/08/08 03:51:12.804,43000,42.4791,-71.46463,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:14.691,2025/08/08 03:51:14.715,43000,42.47575,-71.46753,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:16.831,2025/08/08 03:51:16.846,43000,42.47189,-71.47092,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:18.850,2025/08/08 03:51:18.865,43000,42.4684,-71.47398,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:28.391,2025/08/08 03:51:28.422,43000,42.45177,-71.4886,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:33.421,2025/08/08 03:51:33.444,43000,42.44302,-71.49621,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:34.410,2025/08/08 03:51:34.431,42975,42.44128,-71.49777,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:35.360,2025/08/08 03:51:35.410,42975,42.43954,-71.49927,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:40.351,2025/08/08 03:51:40.383,43000,42.4308,-71.50695,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:46.331,2025/08/08 03:51:46.334,42975,42.42032,-71.51613,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:49.181,2025/08/08 03:51:49.228,42975,42.41547,-71.52037,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:57.021,2025/08/08 03:51:57.042,43000,42.40187,-71.53229,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:51:59.281,2025/08/08 03:51:59.331,42975,42.39787,-71.53581,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:00.271,2025/08/08 03:52:00.315,42975,42.39615,-71.53735,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:07.361,2025/08/08 03:52:07.412,42975,42.38383,-71.54815,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:08.391,2025/08/08 03:52:08.398,43000,42.3821,-71.54971,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:09.301,2025/08/08 03:52:09.328,43000,42.38051,-71.55108,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:10.410,2025/08/08 03:52:10.423,42975,42.37862,-71.55277,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:11.360,2025/08/08 03:52:11.402,42975,42.37688,-71.55427,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:12.471,2025/08/08 03:52:12.496,42975,42.37497,-71.55594,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:15.601,2025/08/08 03:52:15.611,43000,42.3696,-71.5607,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:16.710,2025/08/08 03:52:16.754,43000,42.3677,-71.56232,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:18.931,2025/08/08 03:52:18.942,42975,42.36369,-71.56588,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:20.000,2025/08/08 03:52:20.032,43000,42.36195,-71.56738,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:22.061,2025/08/08 03:52:22.106,42975,42.3583,-71.57056,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:22.970,2025/08/08 03:52:22.983,43000,42.35678,-71.57193,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:24.910,2025/08/08 03:52:24.947,43000,42.35346,-71.57484,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:25.941,2025/08/08 03:52:25.983,43000,42.35156,-71.57649,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:29.941,2025/08/08 03:52:29.972,43000,42.3446,-71.58254,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:35.881,2025/08/08 03:52:35.923,43000,42.33437,-71.59145,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:39.520,2025/08/08 03:52:39.527,43000,42.32813,-71.59694,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:40.631,2025/08/08 03:52:40.672,43000,42.32604,-71.59873,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:41.141,2025/08/08 03:52:41.165,42975,42.32515,-71.59952,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:41.661,2025/08/08 03:52:41.710,42975,42.32432,-71.60026,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:42.730,2025/08/08 03:52:42.749,43000,42.3224,-71.6019,0,0,0
MSG,3,1,1,4067F5,1,2025/08/08 03:52:43.680,2025/08/08 03:52:43.731,43000,42.32083,-71.60327,0,0,0
